,title,address,price,price_per_sqm,rooms,sqm
329,Theodor Pallady - metrou\/parc - Decomandat - Direct Proprietar,"Drumul Gura Siriului, Titan, Sectorul 3, Bucuresti",53990.0,1500.0,1,36.0
330,"Apartament 3 camere , parcare subterana si boxa","Floresti, Floresti, Cluj",135000.0,1776.0,3,76.0
331,Apartament 3 camere/Terasa 27 mp/Langa Padure/Floresti/Panorama,"Strada Bucium, Manastur, Cluj-Napoca, Cluj",93000.0,1094.0,3,85.0
332,"Apartament 2 camere, decomandat, metrou Berceni","Soseaua Berceni, IMGB, Sectorul 4, Bucuresti",60900.0,1068.0,2,57.0
333,"Apartament 2 camere, tip studio, metrou Berceni","Aparatorii Patriei, Sectorul 4, Bucuresti",43900.0,1021.0,2,43.0
334,"Garsoniera decomandata, finalizata, metrou Berceni","Popesti Leordeni, Ilfov",46500.0,1163.0,1,40.0
335,"Apartament 3 camere, decomandat, metrou Berceni","Soseaua Berceni, IMGB, Sectorul 4, Bucuresti",72300.0,1185.0,3,61.0
336,"Apartament 2 camere, metrou Berceni","Soseaua Berceni, Popesti Leordeni, Ilfov",49900.0,998.0,2,50.0
337,"Apartament 2 camere, metrou Berceni","Aparatorii Patriei, Sectorul 4, Bucuresti",60600.0,1212.0,2,50.0
338,"Apartament 2 camere, decomandat, metrou Berceni","Aparatorii Patriei, Sectorul 4, Bucuresti",60475.0,1025.0,2,59.0
339,Penthouse superb Cristalului-Terasa 73 mp cu iesire din toate camerele,"Strada Coralului, Bragadiru, Ilfov",99900.0,1314.0,3,76.0
340,Apartament 3 camere /Otopeni/Ilfov/Luxury Residence/decomandat,"Otopeni, Ilfov",101500.0,1301.0,3,78.0
341,Apartament 2 camere,"Floresti, Floresti, Cluj",63500.0,1628.0,2,39.0
342,"Vand garsoniera, zona Cetatea Veche, Cartier Berceni","Berceni, Sectorul 4, Bucuresti",42500.0,1118.0,1,38.0
343,"Apartament de lux cu 3 camere, terasa 28mp, Moara de Vant, COMISION 0","Strada Moara de Vant, Moara de Vant, Iasi, Iasi",1900.0,25.0,3,75.0
